date,sku_id,region,units_ordered,price_usd,holiday_peak_flag,prime_event_flag,weekend_flag,marketing_push_flag,weather_disruption_index,category,unit_cost_usd,selling_price_usd,cube_ft,target_service_level,primary_warehouse_id,year,month,week_number,day_of_week,quarter,month_name,year_month,revenue,margin,margin_pct
2025-01-05,SKU-100766,North,29,108.37,1,0,1970-02-01,0,0.39,Pet,68.29,97.95,0.38,0.978,WH-N100000,2025,1,1,6,1,Jan,2025-01,2840.55,860.1399999999999,30.28
2024-12-20,SKU-100767,South,36,31.27,1,0,1970-02-01,0,1.58,Kitchen,38.64,161.51,0.29,0.933,WH-S100001,2024,12,51,4,4,Dec,2024-12,5814.36,4423.32,76.08
2025-04-04,SKU-100768,North,38,83.69,0,0,1970-02-02,0,0.24,Kitchen,30.06,129.52,0.22,0.931,WH-N100000,2025,4,14,4,2,Apr,2025-04,4921.76,3779.480000000001,76.79
2025-07-18,SKU-100769,East,53,163.41,0,0,1970-02-02,1,0.11,Toys,119.1,158.8,0.61,0.973,WH-E100002,2025,7,29,4,3,Jul,2025-07,8416.400000000001,2104.100000000001,25.0
2024-10-25,SKU-100770,West,29,122.21,0,0,1970-02-02,0,-2.01,Pet,39.01,44.01,0.77,0.983,WH-W100003,2024,10,43,4,4,Oct,2024-10,1276.29,145.0,11.36
2024-12-05,SKU-100771,North,31,82.64,1,0,1970-02-02,1,0.36,Electronics,54.03,86.74,0.58,0.976,WH-N100000,2024,12,49,3,4,Dec,2024-12,2688.94,1014.0099999999998,37.71
2025-06-05,SKU-100772,North,57,160.13,0,0,1970-02-02,0,-0.62,Pet,119.39,197.26,0.68,0.987,WH-N100000,2025,6,23,3,2,Jun,2025-06,11243.82,4438.589999999999,39.48
2025-03-19,SKU-100773,South,30,101.67,0,0,1970-02-02,0,0.71,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,3,12,2,1,Mar,2025-03,5670.6,3098.4000000000005,54.64
2025-04-04,SKU-100774,South,53,74.85,0,0,1970-02-02,0,0.24,Electronics,50.98,190.65,0.55,0.959,WH-S100001,2025,4,14,4,2,Apr,2025-04,10104.45,7402.510000000001,73.26
2025-06-29,SKU-100775,East,76,40.84,0,0,1970-02-02,0,0.14,Toys,14.98,175.66,1.79,0.972,WH-E100002,2025,6,26,6,2,Jun,2025-06,13350.16,12211.68,91.47
2024-08-25,SKU-100776,East,60,188.8,0,1,1970-02-02,0,-0.09,Toys,22.32,198.29,0.86,0.968,WH-E100002,2024,8,34,6,3,Aug,2024-08,11897.4,10558.2,88.74
2025-03-21,SKU-100777,North,38,181.86,0,0,1970-02-02,0,1.56,Beauty,61.85,78.7,0.76,0.931,WH-N100000,2025,3,12,4,1,Mar,2025-03,2990.6,640.3000000000001,21.41
2024-10-30,SKU-100778,East,43,33.52,0,0,1970-02-02,0,0.71,Electronics,112.48,134.55,0.33,0.966,WH-E100002,2024,10,44,2,4,Oct,2024-10,5785.650000000001,949.0100000000004,16.4
2025-02-08,SKU-100779,East,54,189.24,0,0,1970-02-02,0,0.39,Home,118.88,33.69,0.21,0.975,WH-E100002,2025,2,6,5,1,Feb,2025-02,1819.26,-4600.26,-252.86
2025-02-15,SKU-100780,South,43,132.81,0,0,1970-02-02,0,-1.56,Electronics,82.88,157.93,0.66,0.952,WH-S100001,2025,2,7,5,1,Feb,2025-02,6790.990000000001,3227.1500000000005,47.52
2025-02-07,SKU-100781,South,25,102.16,0,0,1970-02-02,0,1.29,Kitchen,40.39,32.87,0.64,0.972,WH-S100001,2025,2,6,4,1,Feb,2025-02,821.7499999999999,-188.00000000000009,-22.88
2025-03-13,SKU-100782,South,47,193.03,0,0,1970-02-02,0,2.1,Electronics,96.37,130.18,0.12,0.949,WH-S100001,2025,3,11,3,1,Mar,2025-03,6118.46,1589.0700000000002,25.97
2024-12-31,SKU-100783,West,45,98.21,1,0,1970-02-02,0,1.45,Electronics,47.52,108.9,0.08,0.975,WH-W100003,2024,12,1,1,4,Dec,2024-12,4900.5,2762.1,56.36
2025-05-08,SKU-100784,South,36,130.31,0,0,1970-02-02,0,-1.75,Pet,68.29,97.95,0.38,0.978,WH-S100001,2025,5,19,3,2,May,2025-05,3526.2000000000003,1067.7599999999998,30.28
2025-01-05,SKU-100785,South,56,163.11,1,0,1970-02-02,0,-1.48,Kitchen,38.64,161.51,0.29,0.933,WH-S100001,2025,1,1,6,1,Jan,2025-01,9044.56,6880.719999999999,76.08
2024-08-21,SKU-100786,East,29,158.99,0,1,1970-02-02,0,0.17,Kitchen,30.06,129.52,0.22,0.931,WH-E100002,2024,8,34,2,3,Aug,2024-08,3756.08,2884.34,76.79
2025-01-20,SKU-100787,East,37,111.28,1,0,1970-02-02,0,-2.9,Toys,119.1,158.8,0.61,0.973,WH-E100002,2025,1,4,0,1,Jan,2025-01,5875.6,1468.9000000000003,25.0
2025-05-07,SKU-100788,West,33,159.51,0,0,1970-02-02,0,-0.24,Pet,39.01,44.01,0.77,0.983,WH-W100003,2025,5,19,2,2,May,2025-05,1452.33,165.0,11.36
2024-12-27,SKU-100789,North,28,187.72,1,0,1970-02-02,0,1.31,Electronics,54.03,86.74,0.58,0.976,WH-N100000,2024,12,52,4,4,Dec,2024-12,2428.72,915.88,37.71
2025-01-29,SKU-100790,South,62,200.56,1,0,1970-02-02,0,0.37,Pet,119.39,197.26,0.68,0.987,WH-S100001,2025,1,5,2,1,Jan,2025-01,12230.12,4827.94,39.48
2025-06-09,SKU-100791,South,28,102.03,0,0,1970-02-02,0,1.12,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,6,24,0,2,Jun,2025-06,5292.56,2891.8400000000006,54.64
2024-11-27,SKU-100792,East,22,156.39,0,0,1970-02-03,0,1.29,Electronics,50.98,190.65,0.55,0.959,WH-E100002,2024,11,48,2,4,Nov,2024-11,4194.3,3072.74,73.26
2025-05-08,SKU-100793,North,44,151.52,0,0,1970-02-03,0,-0.24,Toys,14.98,175.66,1.79,0.972,WH-N100000,2025,5,19,3,2,May,2025-05,7729.04,7069.92,91.47
2025-01-24,SKU-100794,North,85,40.8,1,0,1970-02-03,0,-1.28,Toys,22.32,198.29,0.86,0.968,WH-N100000,2025,1,4,4,1,Jan,2025-01,16854.649999999998,14957.45,88.74
2024-12-30,SKU-100795,North,46,190.36,1,0,1970-02-03,0,-0.17,Beauty,61.85,78.7,0.76,0.931,WH-N100000,2024,12,1,0,4,Dec,2024-12,3620.2,775.1,21.41
2025-01-09,SKU-100796,North,80,41.7,1,0,1970-02-03,0,-2.62,Electronics,112.48,134.55,0.33,0.966,WH-N100000,2025,1,2,3,1,Jan,2025-01,10764.0,1765.6000000000006,16.4
2024-11-09,SKU-100797,North,26,160.98,0,0,1970-02-03,0,1.67,Home,118.88,33.69,0.21,0.975,WH-N100000,2024,11,45,5,4,Nov,2024-11,875.9399999999999,-2214.94,-252.86
2024-08-15,SKU-100798,West,40,150.6,0,1,1970-02-03,0,3.32,Electronics,82.88,157.93,0.66,0.952,WH-W100003,2024,8,33,3,3,Aug,2024-08,6317.200000000001,3002.0000000000005,47.52
2024-11-10,SKU-100799,East,41,158.15,0,0,1970-02-03,0,0.9,Kitchen,40.39,32.87,0.64,0.972,WH-E100002,2024,11,45,6,4,Nov,2024-11,1347.6699999999998,-308.3200000000001,-22.88
2025-05-04,SKU-100800,East,38,32.31,0,0,1970-02-03,0,0.7,Electronics,96.37,130.18,0.12,0.949,WH-E100002,2025,5,18,6,2,May,2025-05,4946.84,1284.7800000000002,25.97
2025-01-26,SKU-100801,West,30,31.08,1,0,1970-02-03,0,0.18,Electronics,47.52,108.9,0.08,0.975,WH-W100003,2025,1,4,6,1,Jan,2025-01,3267.0,1841.4,56.36
2025-05-22,SKU-100802,East,48,182.53,0,0,1970-02-03,0,0.45,Pet,68.29,97.95,0.38,0.978,WH-E100002,2025,5,21,3,2,May,2025-05,4701.6,1423.6799999999998,30.28
2025-04-10,SKU-100803,West,71,178.64,0,0,1970-02-03,0,-0.21,Kitchen,38.64,161.51,0.29,0.933,WH-W100003,2025,4,15,3,2,Apr,2025-04,11467.21,8723.769999999999,76.08
2024-11-11,SKU-100804,South,44,200.25,0,0,1970-02-03,0,2.2,Kitchen,30.06,129.52,0.22,0.931,WH-S100001,2024,11,46,0,4,Nov,2024-11,5698.88,4376.240000000001,76.79
2024-10-07,SKU-100805,West,34,33.99,0,0,1970-02-03,0,0.15,Toys,119.1,158.8,0.61,0.973,WH-W100003,2024,10,41,0,4,Oct,2024-10,5399.200000000001,1349.8000000000006,25.0
2024-12-08,SKU-100806,North,51,191.54,1,0,1970-02-03,0,0.11,Pet,39.01,44.01,0.77,0.983,WH-N100000,2024,12,49,6,4,Dec,2024-12,2244.51,255.0,11.36
2025-07-19,SKU-100807,West,27,146.94,0,0,1970-02-03,1,0.11,Electronics,54.03,86.74,0.58,0.976,WH-W100003,2025,7,29,5,3,Jul,2025-07,2341.98,883.1699999999998,37.71
2025-04-09,SKU-100808,North,63,184.7,0,0,1970-02-03,0,0.46,Pet,119.39,197.26,0.68,0.987,WH-N100000,2025,4,15,2,2,Apr,2025-04,12427.38,4905.81,39.48
2025-06-01,SKU-100809,South,65,44.05,0,0,1970-02-03,1,-0.04,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,6,22,6,2,Jun,2025-06,12286.3,6713.200000000001,54.64
2024-10-11,SKU-100810,East,24,148.24,0,0,1970-02-03,0,0.28,Electronics,50.98,190.65,0.55,0.959,WH-E100002,2024,10,41,4,4,Oct,2024-10,4575.6,3352.0800000000004,73.26
2025-01-24,SKU-100811,West,71,98.6,1,0,1970-02-03,0,-1.28,Toys,14.98,175.66,1.79,0.972,WH-W100003,2025,1,4,4,1,Jan,2025-01,12471.86,11408.28,91.47
2024-10-01,SKU-100812,West,33,30.68,0,0,1970-02-03,0,1.3,Toys,22.32,198.29,0.86,0.968,WH-W100003,2024,10,40,1,4,Oct,2024-10,6543.57,5807.01,88.74
2025-04-13,SKU-100813,West,63,202.74,0,0,1970-02-03,0,1.04,Beauty,61.85,78.7,0.76,0.931,WH-W100003,2025,4,15,6,2,Apr,2025-04,4958.1,1061.5500000000002,21.41
2024-08-03,SKU-100814,North,72,43.17,0,1,1970-02-03,0,-0.85,Electronics,112.48,134.55,0.33,0.966,WH-N100000,2024,8,31,5,3,Aug,2024-08,9687.6,1589.0400000000004,16.4
2024-08-26,SKU-100815,South,34,185.65,0,1,1970-02-03,0,-0.09,Home,118.88,33.69,0.21,0.975,WH-S100001,2024,8,35,0,3,Aug,2024-08,1145.46,-2896.46,-252.86
2024-10-29,SKU-100816,West,49,198.28,0,0,1970-02-04,0,-1.68,Electronics,82.88,157.93,0.66,0.952,WH-W100003,2024,10,44,1,4,Oct,2024-10,7738.570000000001,3677.4500000000007,47.52
2024-11-05,SKU-100817,South,32,162.99,0,0,1970-02-04,0,-0.2,Kitchen,40.39,32.87,0.64,0.972,WH-S100001,2024,11,45,1,4,Nov,2024-11,1051.84,-240.6400000000001,-22.88
2025-05-14,SKU-100818,East,55,43.0,0,0,1970-02-04,1,-0.51,Electronics,96.37,130.18,0.12,0.949,WH-E100002,2025,5,20,2,2,May,2025-05,7159.900000000001,1859.55,25.97
2025-02-11,SKU-100819,North,70,185.21,0,0,1970-02-04,0,1.67,Electronics,47.52,108.9,0.08,0.975,WH-N100000,2025,2,7,1,1,Feb,2025-02,7623.0,4296.6,56.36
2024-09-15,SKU-100820,East,42,173.41,0,0,1970-02-04,0,1.51,Pet,68.29,97.95,0.38,0.978,WH-E100002,2024,9,37,6,3,Sep,2024-09,4113.900000000001,1245.7199999999998,30.28
2025-05-21,SKU-100821,North,38,154.82,0,0,1970-02-04,0,-1.57,Kitchen,38.64,161.51,0.29,0.933,WH-N100000,2025,5,21,2,2,May,2025-05,6137.379999999999,4669.06,76.08
2025-06-18,SKU-100822,East,53,175.48,0,0,1970-02-04,0,2.27,Kitchen,30.06,129.52,0.22,0.931,WH-E100002,2025,6,25,2,2,Jun,2025-06,6864.56,5271.38,76.79
2024-12-25,SKU-100823,East,36,195.8,1,0,1970-02-04,0,-0.31,Toys,119.1,158.8,0.61,0.973,WH-E100002,2024,12,52,2,4,Dec,2024-12,5716.8,1429.2000000000007,25.0
2024-09-25,SKU-100824,North,18,195.13,0,0,1970-02-04,0,0.2,Pet,39.01,44.01,0.77,0.983,WH-N100000,2024,9,39,2,3,Sep,2024-09,792.18,90.0,11.36
2025-06-09,SKU-100825,North,55,203.65,0,0,1970-02-04,0,2.05,Electronics,54.03,86.74,0.58,0.976,WH-N100000,2025,6,24,0,2,Jun,2025-06,4770.7,1799.0499999999995,37.71
2025-06-24,SKU-100826,North,32,126.8,0,0,1970-02-04,0,-0.39,Pet,119.39,197.26,0.68,0.987,WH-N100000,2025,6,26,1,2,Jun,2025-06,6312.32,2491.84,39.48
2025-06-25,SKU-100827,South,73,79.22,0,0,1970-02-04,0,1.24,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,6,26,2,2,Jun,2025-06,13798.46,7539.440000000001,54.64
2025-07-31,SKU-100828,West,64,74.49,0,0,1970-02-04,0,-0.07,Electronics,50.98,190.65,0.55,0.959,WH-W100003,2025,7,31,3,3,Jul,2025-07,12201.6,8938.880000000001,73.26
2024-08-18,SKU-100829,East,26,101.1,0,1,1970-02-04,0,-0.84,Toys,14.98,175.66,1.79,0.972,WH-E100002,2024,8,33,6,3,Aug,2024-08,4567.16,4177.68,91.47
2025-04-04,SKU-100830,North,42,176.33,0,0,1970-02-04,0,0.95,Toys,22.32,198.29,0.86,0.968,WH-N100000,2025,4,14,4,2,Apr,2025-04,8328.18,7390.74,88.74
2024-08-22,SKU-100831,West,22,175.43,0,1,1970-02-04,0,-0.39,Beauty,61.85,78.7,0.76,0.931,WH-W100003,2024,8,34,3,3,Aug,2024-08,1731.4,370.7000000000001,21.41
2025-01-23,SKU-100832,East,62,174.68,1,0,1970-02-04,0,-0.56,Electronics,112.48,134.55,0.33,0.966,WH-E100002,2025,1,4,3,1,Jan,2025-01,8342.1,1368.3400000000004,16.4
2024-09-28,SKU-100833,East,45,181.52,0,0,1970-02-04,0,0.39,Home,118.88,33.69,0.21,0.975,WH-E100002,2024,9,39,5,3,Sep,2024-09,1516.05,-3833.55,-252.86
2025-06-24,SKU-100834,East,54,32.92,0,0,1970-02-04,0,-0.39,Electronics,82.88,157.93,0.66,0.952,WH-E100002,2025,6,26,1,2,Jun,2025-06,8528.220000000001,4052.7000000000007,47.52
2024-11-14,SKU-100835,West,54,155.94,0,0,1970-02-04,0,-0.49,Kitchen,40.39,32.87,0.64,0.972,WH-W100003,2024,11,46,3,4,Nov,2024-11,1774.9799999999998,-406.08000000000015,-22.88
2025-05-08,SKU-100836,West,39,127.63,0,0,1970-02-04,0,0.87,Electronics,96.37,130.18,0.12,0.949,WH-W100003,2025,5,19,3,2,May,2025-05,5077.02,1318.59,25.97
2025-04-05,SKU-100837,East,61,156.98,0,0,1970-02-04,0,0.72,Electronics,47.52,108.9,0.08,0.975,WH-E100002,2025,4,14,5,2,Apr,2025-04,6642.900000000001,3744.18,56.36
2025-07-01,SKU-100838,North,36,129.83,0,0,1970-02-04,0,0.14,Pet,68.29,97.95,0.38,0.978,WH-N100000,2025,7,27,1,3,Jul,2025-07,3526.2000000000003,1067.7599999999998,30.28
2025-03-16,SKU-100839,South,59,186.05,0,0,1970-02-04,0,1.46,Kitchen,38.64,161.51,0.29,0.933,WH-S100001,2025,3,11,6,1,Mar,2025-03,9529.09,7249.329999999999,76.08
2025-05-02,SKU-100840,West,49,184.16,0,0,1970-02-05,0,1.04,Kitchen,30.06,129.52,0.22,0.931,WH-W100003,2025,5,18,4,2,May,2025-05,6346.4800000000005,4873.54,76.79
2025-01-09,SKU-100841,South,28,133.12,1,0,1970-02-05,0,0.39,Toys,119.1,158.8,0.61,0.973,WH-S100001,2025,1,2,3,1,Jan,2025-01,4446.400000000001,1111.6000000000004,25.0
2024-11-26,SKU-100842,East,36,165.87,0,0,1970-02-05,0,2.26,Pet,39.01,44.01,0.77,0.983,WH-E100002,2024,11,48,1,4,Nov,2024-11,1584.36,180.0,11.36
2024-12-15,SKU-100843,West,26,180.93,1,0,1970-02-05,0,-2.15,Electronics,54.03,86.74,0.58,0.976,WH-W100003,2024,12,50,6,4,Dec,2024-12,2255.24,850.4599999999998,37.71
2024-12-15,SKU-100844,East,57,147.77,1,0,1970-02-05,0,-2.15,Pet,119.39,197.26,0.68,0.987,WH-E100002,2024,12,50,6,4,Dec,2024-12,11243.82,4438.589999999999,39.48
2025-04-30,SKU-100845,South,30,88.11,0,0,1970-02-05,0,-0.39,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,4,18,2,2,Apr,2025-04,5670.6,3098.4000000000005,54.64
2025-06-29,SKU-100846,South,44,164.96,0,0,1970-02-05,0,0.73,Electronics,50.98,190.65,0.55,0.959,WH-S100001,2025,6,26,6,2,Jun,2025-06,8388.6,6145.4800000000005,73.26
2025-05-29,SKU-100847,North,45,188.15,0,0,1970-02-05,0,1.47,Toys,14.98,175.66,1.79,0.972,WH-N100000,2025,5,22,3,2,May,2025-05,7904.7,7230.6,91.47
2025-01-31,SKU-100848,East,51,85.12,1,0,1970-02-05,1,-1.26,Toys,22.32,198.29,0.86,0.968,WH-E100002,2025,1,5,4,1,Jan,2025-01,10112.79,8974.47,88.74
2024-10-25,SKU-100849,South,44,194.93,0,0,1970-02-05,0,-0.27,Beauty,61.85,78.7,0.76,0.931,WH-S100001,2024,10,43,4,4,Oct,2024-10,3462.8,741.4000000000001,21.41
2025-05-27,SKU-100850,South,51,184.5,0,0,1970-02-05,0,1.25,Electronics,112.48,134.55,0.33,0.966,WH-S100001,2025,5,22,1,2,May,2025-05,6862.05,1125.5700000000004,16.4
2024-08-23,SKU-100851,East,38,161.82,0,1,1970-02-05,0,-0.39,Home,118.88,33.69,0.21,0.975,WH-E100002,2024,8,34,4,3,Aug,2024-08,1280.2199999999998,-3237.22,-252.86
2024-09-06,SKU-100852,South,22,194.77,0,0,1970-02-05,0,-0.44,Electronics,82.88,157.93,0.66,0.952,WH-S100001,2024,9,36,4,3,Sep,2024-09,3474.46,1651.1000000000004,47.52
2025-04-07,SKU-100853,South,30,30.8,0,0,1970-02-05,0,0.24,Kitchen,40.39,32.87,0.64,0.972,WH-S100001,2025,4,15,0,2,Apr,2025-04,986.1,-225.60000000000008,-22.88
2024-12-11,SKU-100854,West,44,200.88,1,0,1970-02-05,0,0.88,Electronics,96.37,130.18,0.12,0.949,WH-W100003,2024,12,50,2,4,Dec,2024-12,5727.92,1487.64,25.97
2024-10-23,SKU-100855,West,56,77.28,0,0,1970-02-05,0,-0.69,Electronics,47.52,108.9,0.08,0.975,WH-W100003,2024,10,43,2,4,Oct,2024-10,6098.400000000001,3437.28,56.36
2025-02-26,SKU-100856,North,41,125.91,0,0,1970-02-05,0,-0.43,Pet,68.29,97.95,0.38,0.978,WH-N100000,2025,2,9,2,1,Feb,2025-02,4015.95,1216.06,30.28
2025-07-20,SKU-100857,West,54,171.77,0,0,1970-02-05,0,1.49,Kitchen,38.64,161.51,0.29,0.933,WH-W100003,2025,7,29,6,3,Jul,2025-07,8721.539999999999,6634.98,76.08
2024-08-29,SKU-100858,South,46,187.11,0,1,1970-02-05,0,0.4,Kitchen,30.06,129.52,0.22,0.931,WH-S100001,2024,8,35,3,3,Aug,2024-08,5957.92,4575.160000000001,76.79
2025-02-25,SKU-100859,North,59,180.58,0,0,1970-02-05,0,-0.17,Toys,119.1,158.8,0.61,0.973,WH-N100000,2025,2,9,1,1,Feb,2025-02,9369.2,2342.300000000001,25.0
2024-11-21,SKU-100860,South,40,98.15,0,0,1970-02-05,0,1.02,Pet,39.01,44.01,0.77,0.983,WH-S100001,2024,11,47,3,4,Nov,2024-11,1760.4,200.0,11.36
2025-06-12,SKU-100861,South,69,164.51,0,0,1970-02-05,0,1.12,Electronics,54.03,86.74,0.58,0.976,WH-S100001,2025,6,24,3,2,Jun,2025-06,5985.06,2256.99,37.71
2025-05-09,SKU-100862,West,57,34.49,0,0,1970-02-05,0,0.87,Pet,119.39,197.26,0.68,0.987,WH-W100003,2025,5,19,4,2,May,2025-05,11243.82,4438.589999999999,39.48
2025-06-02,SKU-100863,North,38,152.82,0,0,1970-02-05,0,-0.71,Home,85.74,189.02,1.49,0.954,WH-N100000,2025,6,23,0,2,Jun,2025-06,7182.76,3924.640000000001,54.64
2025-03-12,SKU-100864,South,29,133.18,0,0,1970-02-06,0,0.0,Electronics,50.98,190.65,0.55,0.959,WH-S100001,2025,3,11,2,1,Mar,2025-03,5528.85,4050.43,73.26
2024-12-30,SKU-100865,West,80,41.85,1,0,1970-02-06,0,1.41,Toys,14.98,175.66,1.79,0.972,WH-W100003,2024,12,1,0,4,Dec,2024-12,14052.8,12854.4,91.47
2025-03-10,SKU-100866,East,59,202.17,0,0,1970-02-06,0,0.13,Toys,22.32,198.29,0.86,0.968,WH-E100002,2025,3,11,0,1,Mar,2025-03,11699.11,10382.23,88.74
2025-03-29,SKU-100867,South,49,45.28,0,0,1970-02-06,0,-1.41,Beauty,61.85,78.7,0.76,0.931,WH-S100001,2025,3,13,5,1,Mar,2025-03,3856.3,825.6500000000001,21.41
2024-08-21,SKU-100868,South,59,188.9,0,1,1970-02-06,0,0.21,Electronics,112.48,134.55,0.33,0.966,WH-S100001,2024,8,34,2,3,Aug,2024-08,7938.450000000001,1302.1300000000003,16.4
2024-09-29,SKU-100869,South,35,100.42,0,0,1970-02-06,0,1.94,Home,118.88,33.69,0.21,0.975,WH-S100001,2024,9,39,6,3,Sep,2024-09,1179.15,-2981.65,-252.86
2025-03-05,SKU-100870,West,45,203.76,0,0,1970-02-06,0,-1.43,Electronics,82.88,157.93,0.66,0.952,WH-W100003,2025,3,10,2,1,Mar,2025-03,7106.85,3377.2500000000005,47.52
2025-07-18,SKU-100871,South,55,164.17,0,0,1970-02-06,0,-0.44,Kitchen,40.39,32.87,0.64,0.972,WH-S100001,2025,7,29,4,3,Jul,2025-07,1807.85,-413.6000000000002,-22.88
2024-10-12,SKU-100872,East,47,175.62,0,0,1970-02-06,0,0.14,Electronics,96.37,130.18,0.12,0.949,WH-E100002,2024,10,41,5,4,Oct,2024-10,6118.46,1589.0700000000002,25.97
2025-03-16,SKU-100873,North,43,192.54,0,0,1970-02-06,0,0.69,Electronics,47.52,108.9,0.08,0.975,WH-N100000,2025,3,11,6,1,Mar,2025-03,4682.7,2639.34,56.36
2024-12-22,SKU-100874,North,56,42.45,1,0,1970-02-06,0,-1.1,Pet,68.29,97.95,0.38,0.978,WH-N100000,2024,12,51,6,4,Dec,2024-12,5485.2,1660.9599999999998,30.28
2025-04-19,SKU-100875,West,37,42.64,0,0,1970-02-06,0,0.6,Kitchen,38.64,161.51,0.29,0.933,WH-W100003,2025,4,16,5,2,Apr,2025-04,5975.87,4546.19,76.08
2024-10-13,SKU-100876,South,38,31.56,0,0,1970-02-06,0,-3.5,Kitchen,30.06,129.52,0.22,0.931,WH-S100001,2024,10,41,6,4,Oct,2024-10,4921.76,3779.480000000001,76.79
2024-11-24,SKU-100877,North,54,93.75,0,0,1970-02-06,0,0.84,Toys,119.1,158.8,0.61,0.973,WH-N100000,2024,11,47,6,4,Nov,2024-11,8575.2,2143.800000000001,25.0
2024-10-01,SKU-100878,West,39,188.83,0,0,1970-02-06,0,1.1,Pet,39.01,44.01,0.77,0.983,WH-W100003,2024,10,40,1,4,Oct,2024-10,1716.39,195.0,11.36
2025-06-24,SKU-100879,East,71,153.79,0,0,1970-02-06,0,-0.15,Electronics,54.03,86.74,0.58,0.976,WH-E100002,2025,6,26,1,2,Jun,2025-06,6158.54,2322.4099999999994,37.71
2025-05-03,SKU-100880,East,64,34.26,0,0,1970-02-06,0,1.04,Pet,119.39,197.26,0.68,0.987,WH-E100002,2025,5,18,5,2,May,2025-05,12624.64,4983.679999999999,39.48
2025-04-19,SKU-100881,South,40,32.17,0,0,1970-02-06,0,0.6,Home,85.74,189.02,1.49,0.954,WH-S100001,2025,4,16,5,2,Apr,2025-04,7560.8,4131.200000000001,54.64
2025-01-13,SKU-100882,West,39,165.26,1,0,1970-02-06,0,0.67,Electronics,50.98,190.65,0.55,0.959,WH-W100003,2025,1,3,0,1,Jan,2025-01,7435.35,5447.130000000001,73.26
2025-07-31,SKU-100883,West,32,131.77,0,0,1970-02-06,0,0.18,Toys,14.98,175.66,1.79,0.972,WH-W100003,2025,7,31,3,3,Jul,2025-07,5621.12,5141.76,91.47
2025-04-27,SKU-100884,East,71,150.26,0,0,1970-02-06,0,0.04,Toys,22.32,198.29,0.86,0.968,WH-E100002,2025,4,17,6,2,Apr,2025-04,14078.59,12493.87,88.74
2025-05-13,SKU-100885,South,34,125.84,0,0,1970-02-06,0,-0.74,Beauty,61.85,78.7,0.76,0.931,WH-S100001,2025,5,20,1,2,May,2025-05,2675.8,572.9000000000001,21.41
2025-05-28,SKU-100886,East,26,129.0,0,0,1970-02-06,0,1.25,Electronics,112.48,134.55,0.33,0.966,WH-E100002,2025,5,22,2,2,May,2025-05,3498.3,573.8200000000002,16.4
2024-12-29,SKU-100887,South,48,90.7,1,0,1970-02-06,0,-1.22,Home,118.88,33.69,0.21,0.975,WH-S100001,2024,12,52,6,4,Dec,2024-12,1617.12,-4089.12,-252.86
2025-06-26,SKU-100888,South,35,126.13,0,0,1970-02-07,0,-0.6,Electronics,82.88,157.93,0.66,0.952,WH-S100001,2025,6,26,3,2,Jun,2025-06,5527.55,2626.7500000000005,47.52
2025-02-28,SKU-100889,North,43,32.08,0,0,1970-02-07,0,-0.43,Kitchen,40.39,32.87,0.64,0.972,WH-N100000,2025,2,9,4,1,Feb,2025-02,1413.41,-323.3600000000001,-22.88
2025-08-06,SKU-100890,West,40,128.29,0,0,1970-02-07,0,-0.05,Electronics,96.37,130.18,0.12,0.949,WH-W100003,2025,8,32,2,3,Aug,2025-08,5207.200000000001,1352.4,25.97
2024-10-27,SKU-100891,East,30,127.3,0,0,1970-02-07,0,-0.27,Electronics,47.52,108.9,0.08,0.975,WH-E100002,2024,10,43,6,4,Oct,2024-10,3267.0,1841.4,56.36
2025-04-15,SKU-100892,East,46,80.05,0,0,1970-02-07,0,1.44,Pet,68.29,97.95,0.38,0.978,WH-E100002,2025,4,16,1,2,Apr,2025-04,4505.7,1364.36,30.28
2024-10-13,SKU-100893,West,35,199.81,0,0,1970-02-07,0,0.14,Kitchen,38.64,161.51,0.29,0.933,WH-W100003,2024,10,41,6,4,Oct,2024-10,5652.849999999999,4300.45,76.08
2025-06-30,SKU-100894,South,46,45.25,0,0,1970-02-07,0,1.89,Kitchen,30.06,129.52,0.22,0.931,WH-S100001,2025,6,27,0,2,Jun,2025-06,5957.92,4575.160000000001,76.79
2025-01-30,SKU-100895,East,42,80.66,1,0,1970-02-07,0,0.18,Toys,119.1,158.8,0.61,0.973,WH-E100002,2025,1,5,3,1,Jan,2025-01,6669.6,1667.4000000000008,25.0
2025-04-23,SKU-100896,East,56,163.36,0,0,1970-02-07,0,1.23,Pet,39.01,44.01,0.77,0.983,WH-E100002,2025,4,17,2,2,Apr,2025-04,2464.56,280.0,11.36
2024-12-10,SKU-100897,North,68,202.71,1,0,1970-02-07,1,0.36,Electronics,54.03,86.74,0.58,0.976,WH-N100000,2024,12,50,1,4,Dec,2024-12,5898.32,2224.28,37.71
2025-04-04,SKU-100898,South,25,128.86,0,0,1970-02-07,1,-0.01,Pet,119.39,197.26,0.68,0.987,WH-S100001,2025,4,14,4,2,Apr,2025-04,4931.5,1946.75,39.48
