sku_id,region,category,primary_warehouse_id,lead_time_days,target_service_level,z_score,mean_forecast,std_error,mae,wmape_combo,unit_cost_usd,selling_price_usd,cube_ft,n_days,safety_stock_units,safety_stock_value_usd,annual_storage_cost_usd,demand_during_lead_time,reorder_point_units,reorder_point_value_usd,current_stock_units,stock_gap_units,days_of_supply,urgency_level,replenishment_needed_units,replenishment_cost_usd,gross_margin_pct,daily_holding_cost_usd,forecast_model,forecast_wmape,policy_date
SKU-100017,East,Home,WH-E100000,4,0.954,1.6849407678719144,43.648083,7.576258820800052,5.974292573474703,13.771695269511724,85.74,189.02,1.49,21,25.53,2188.94,815.38,174.59,200.12,17158.29,126.0,-74.12,2.9,HIGH,274.0,23492.76,54.64,1.4993,XGBoost,11.06,2026-04-09
SKU-100017,North,Home,WH-N100000,4,0.954,1.6849407678719144,53.883343,5.6132322746788565,4.234376089913504,7.725621008768668,85.74,189.02,1.49,21,18.92,1622.2,604.27,215.53,234.45,20101.74,351.0,116.55,6.5,LOW,0.0,0.0,54.64,1.1111,XGBoost,11.06,2026-04-09
SKU-100017,South,Home,WH-S100000,6,0.954,1.6849407678719144,38.870148,6.808186654499777,5.475504466465542,14.500074861384062,85.74,189.02,1.49,21,28.1,2409.29,897.46,233.22,261.32,22405.58,285.0,23.68,7.3,MEDIUM,0.0,0.0,54.64,1.6502,XGBoost,11.06,2026-04-09
SKU-100017,West,Home,WH-W100000,6,0.954,1.6849407678719144,42.664703,4.803455891820712,3.9441435677664622,8.944602033871456,85.74,189.02,1.49,21,22.8,1954.87,633.33,255.99,278.79,23903.45,330.0,51.21,7.7,MEDIUM,0.0,0.0,54.64,1.339,XGBoost,11.06,2026-04-09
SKU-100018,Central,Electronics,WH-C100000,2,0.959,1.7391976652852517,37.25811,5.035724244884157,3.731861477806455,10.151436649277356,50.98,190.65,0.55,21,12.39,631.64,86.85,74.52,86.91,4430.67,138.0,51.09,3.7,LOW,0.0,0.0,73.26,0.4326,XGBoost,11.06,2026-04-09
SKU-100018,East,Electronics,WH-E100000,4,0.959,1.7391976652852517,41.12922,4.445412530536682,3.2737694694882347,8.069150091380449,50.98,190.65,0.55,21,15.46,788.15,108.37,164.52,179.98,9175.38,226.0,46.02,5.5,LOW,0.0,0.0,73.26,0.5398,XGBoost,11.06,2026-04-09
SKU-100018,North,Electronics,WH-N100000,4,0.959,1.7391976652852517,43.533253,5.581748857336227,4.120908101399739,9.34547192612741,50.98,190.65,0.55,21,19.42,990.03,136.13,174.13,193.55,9867.18,340.0,146.45,7.8,LOW,0.0,0.0,73.26,0.6781,XGBoost,11.06,2026-04-09
SKU-100018,South,Electronics,WH-S100000,6,0.959,1.7391976652852517,35.679806,3.1687340134813318,2.7079099927629744,7.612598363038351,50.98,190.65,0.55,21,13.5,688.23,94.63,214.08,227.58,11602.03,333.0,105.42,9.3,LOW,0.0,0.0,73.26,0.4714,XGBoost,11.06,2026-04-09
SKU-100018,West,Electronics,WH-W100000,6,0.959,1.7391976652852517,43.065105,4.94096700579026,3.753724597749256,8.67197100836245,50.98,190.65,0.55,21,24.21,1234.23,147.56,258.39,282.6,14406.95,84.0,-198.6,2.0,HIGH,481.0,24521.38,73.26,0.8454,XGBoost,11.06,2026-04-09
SKU-100019,Central,Toys,WH-C100000,2,0.972,1.911035647549118,21.833376,3.872620309324507,3.0208821523757208,14.385153073931656,14.98,175.66,1.79,21,10.47,156.84,70.19,43.67,54.14,811.02,75.0,20.86,3.4,LOW,0.0,0.0,91.47,0.1074,XGBoost,11.06,2026-04-09
SKU-100019,East,Toys,WH-E100000,4,0.972,1.911035647549118,23.882399,3.7530830448785695,3.080257234119234,13.309753453375798,14.98,175.66,1.79,21,14.34,214.81,96.13,95.53,109.87,1645.85,188.0,78.13,7.9,LOW,0.0,0.0,91.47,0.1471,XGBoost,11.06,2026-04-09
SKU-100019,North,Toys,WH-N100000,4,0.972,1.911035647549118,26.633352,3.9516812165830286,3.5126229240780784,14.463741423725928,14.98,175.66,1.79,21,15.1,226.2,101.22,106.53,121.63,1822.02,209.0,87.37,7.8,LOW,0.0,0.0,91.47,0.1549,XGBoost,11.06,2026-04-09
SKU-100019,South,Toys,WH-S100000,6,0.972,1.911035647549118,22.04299,3.1910057797986435,2.8794173286074685,14.062270641891658,14.98,175.66,1.79,21,14.94,223.8,100.15,132.26,147.2,2205.06,252.0,104.8,11.4,LOW,0.0,0.0,91.47,0.1533,XGBoost,11.06,2026-04-09
SKU-100019,West,Toys,WH-W100000,6,0.972,1.911035647549118,23.80959,3.046143851274206,2.8266349065871466,12.710777925315266,14.98,175.66,1.79,21,16.4,245.67,95.59,142.86,159.26,2385.71,258.0,98.74,10.8,LOW,0.0,0.0,91.47,0.1683,XGBoost,11.06,2026-04-09
SKU-100020,Central,Toys,WH-C100000,2,0.968,1.8521798587690466,39.777912,6.445286309588562,5.570202963692801,14.901179883890068,22.32,198.29,0.86,21,16.88,376.76,81.0,79.56,96.44,2152.54,87.0,-9.44,2.2,HIGH,106.0,2365.92,88.74,0.2581,XGBoost,11.06,2026-04-09
SKU-100020,East,Toys,WH-E100000,4,0.968,1.8521798587690466,39.161213,4.859162928596356,3.777571178617932,10.041644892475963,22.32,198.29,0.86,21,18.0,401.76,86.38,156.64,174.64,3897.96,213.0,38.36,5.4,MEDIUM,0.0,0.0,88.74,0.2752,XGBoost,11.06,2026-04-09
SKU-100020,North,Toys,WH-N100000,4,0.968,1.8521798587690466,44.267143,6.298178916264478,5.414766220819383,12.96580279447537,22.32,198.29,0.86,21,23.33,520.73,111.96,177.07,200.4,4472.93,196.0,-4.4,4.4,HIGH,205.0,4575.6,88.74,0.3567,XGBoost,11.06,2026-04-09
SKU-100020,South,Toys,WH-S100000,6,0.968,1.8521798587690466,33.309593,7.528387511592927,6.479366302490234,20.55388098893597,22.32,198.29,0.86,21,34.16,762.45,163.93,199.86,234.02,5223.33,394.0,159.98,11.8,LOW,0.0,0.0,88.74,0.5222,XGBoost,11.06,2026-04-09
SKU-100020,West,Toys,WH-W100000,6,0.968,1.8521798587690466,45.646004,6.823809550383914,6.5539992196219305,15.893069682809452,22.32,198.29,0.86,21,35.6,794.59,148.57,273.88,309.48,6907.59,429.0,119.52,9.4,LOW,0.0,0.0,88.74,0.5442,XGBoost,11.06,2026-04-09
SKU-100021,Central,Beauty,WH-C100000,2,0.931,1.4832801273356213,37.482735,6.311480981709333,4.790021260579427,12.73296789175168,61.85,78.7,0.76,21,15.89,982.8,155.59,74.97,90.86,5619.69,164.0,73.14,4.4,LOW,0.0,0.0,21.41,0.6731,XGBoost,11.06,2026-04-09
SKU-100021,East,Beauty,WH-E100000,4,0.931,1.4832801273356213,41.95756,5.875402856877403,4.991572425478981,11.9660982665979,61.85,78.7,0.76,21,20.92,1293.9,204.83,167.83,188.75,11674.19,191.0,2.25,4.6,MEDIUM,0.0,0.0,21.41,0.8862,XGBoost,11.06,2026-04-09
SKU-100021,North,Beauty,WH-N100000,4,0.931,1.4832801273356213,43.433167,5.6768074885933135,4.236550649007161,9.852443358873307,61.85,78.7,0.76,21,20.21,1249.99,197.9,173.73,193.94,11995.19,262.0,68.06,6.0,LOW,0.0,0.0,21.41,0.8562,XGBoost,11.06,2026-04-09
SKU-100021,South,Beauty,WH-S100000,6,0.931,1.4832801273356213,36.271294,6.150105376543604,5.172327677408855,14.858944059780644,61.85,78.7,0.76,21,26.82,1658.82,262.65,217.63,244.45,15119.23,254.0,9.55,7.0,MEDIUM,0.0,0.0,21.41,1.1362,XGBoost,11.06,2026-04-09
SKU-100021,West,Beauty,WH-W100000,6,0.931,1.4832801273356213,45.041706,5.188651405982565,4.058741433279855,8.943711438556122,61.85,78.7,0.76,21,26.01,1608.72,221.52,270.25,296.26,18323.68,651.0,354.74,14.5,ADEQUATE,0.0,0.0,21.41,1.1019,XGBoost,11.06,2026-04-09
SKU-100022,Central,Electronics,WH-C100000,2,0.966,1.825006821146403,27.63415,2.9520537715630595,2.398464021228609,8.8364463784976,112.48,134.55,0.33,21,7.62,857.1,70.71,55.27,62.89,7073.87,139.0,76.11,5.0,ADEQUATE,0.0,0.0,16.4,0.5871,XGBoost,11.06,2026-04-09
SKU-100022,East,Electronics,WH-E100000,4,0.966,1.825006821146403,29.283413,4.084658928268611,3.379973820277623,11.09053908045698,112.48,134.55,0.33,21,14.91,1677.08,138.36,117.13,132.04,14851.86,41.0,-91.04,1.4,HIGH,223.0,25083.04,16.4,1.1487,XGBoost,11.06,2026-04-09
SKU-100022,North,Electronics,WH-N100000,4,0.966,1.825006821146403,29.771118,3.196493678835667,3.0663902646019343,9.639849619796726,112.48,134.55,0.33,21,11.67,1312.64,108.29,119.08,130.75,14706.76,92.0,-38.75,3.1,HIGH,170.0,19121.6,16.4,0.8991,XGBoost,11.06,2026-04-09
SKU-100022,South,Electronics,WH-S100000,6,0.966,1.825006821146403,27.58354,3.5265223452844423,2.8005560012090776,9.81830983759725,112.48,134.55,0.33,21,15.76,1772.68,146.25,165.5,181.26,20388.12,109.0,-72.26,4.0,HIGH,254.0,28569.92,16.4,1.2142,XGBoost,11.06,2026-04-09
SKU-100022,West,Electronics,WH-W100000,6,0.966,1.825006821146403,29.649918,2.849246238685183,2.3660980406261625,7.6679103050108495,112.48,134.55,0.33,21,14.65,1647.83,118.22,177.9,192.55,21658.02,40.0,-152.55,1.3,HIGH,345.0,38805.6,16.4,1.1287,XGBoost,11.06,2026-04-09
SKU-100023,Central,Home,WH-C100000,2,0.975,1.959963984540054,23.082062,3.630494532169507,2.9720311846051897,13.567968421962892,118.88,33.69,0.21,21,10.06,1195.93,62.79,46.16,56.22,6683.43,108.0,51.78,4.7,LOW,0.0,0.0,-252.86,0.8191,XGBoost,11.06,2026-04-09
SKU-100023,East,Home,WH-E100000,4,0.975,1.959963984540054,23.182577,3.0224237359398183,2.630415780203683,11.982371207039836,118.88,33.69,0.21,21,11.85,1408.73,73.96,92.73,104.58,12432.47,191.0,86.42,8.2,LOW,0.0,0.0,-252.86,0.9649,XGBoost,11.06,2026-04-09
SKU-100023,North,Home,WH-N100000,4,0.975,1.959963984540054,25.808926,3.954182707054871,2.874535333542597,11.32556133042006,118.88,33.69,0.21,21,15.5,1842.64,96.74,103.24,118.74,14115.81,207.0,88.26,8.0,LOW,0.0,0.0,-252.86,1.2621,XGBoost,11.06,2026-04-09
SKU-100023,South,Home,WH-S100000,6,0.975,1.959963984540054,21.41383,2.9855406175075365,2.182010923113142,10.414143018462395,118.88,33.69,0.21,21,14.33,1703.55,89.44,128.48,142.81,16977.25,214.0,71.19,10.0,LOW,0.0,0.0,-252.86,1.1668,XGBoost,11.06,2026-04-09
SKU-100023,West,Home,WH-W100000,6,0.975,1.959963984540054,25.782192,3.320723958404777,2.7792689005533853,11.354989649430197,118.88,33.69,0.21,21,18.33,2179.07,99.48,154.69,173.02,20568.62,254.0,80.98,9.9,LOW,0.0,0.0,-252.86,1.4925,XGBoost,11.06,2026-04-09
SKU-100024,Central,Electronics,WH-C100000,2,0.952,1.6645628612027212,46.399006,5.15044103246995,4.0083262125651045,8.686775064705825,82.88,157.93,0.66,21,12.12,1004.51,165.74,92.8,104.92,8695.77,228.0,123.08,4.9,ADEQUATE,0.0,0.0,47.52,0.688,XGBoost,11.06,2026-04-09
SKU-100024,East,Electronics,WH-E100000,4,0.952,1.6645628612027212,49.565063,7.159916708321496,5.570471445719401,11.491149336463256,82.88,157.93,0.66,21,23.84,1975.86,326.02,198.26,222.1,18407.65,256.0,33.9,5.2,MEDIUM,0.0,0.0,47.52,1.3533,XGBoost,11.06,2026-04-09
SKU-100024,North,Electronics,WH-N100000,4,0.952,1.6645628612027212,58.37561,5.555557671154214,3.687732514880953,6.384367910029375,82.88,157.93,0.66,21,18.5,1533.28,252.99,233.5,252.0,20885.76,147.0,-105.0,2.5,HIGH,357.0,29588.16,47.52,1.0502,XGBoost,11.06,2026-04-09
SKU-100024,South,Electronics,WH-S100000,6,0.952,1.6645628612027212,42.138165,5.024589415827884,4.075186956496466,9.456234916228004,82.88,157.93,0.66,21,20.49,1698.21,280.2,252.83,273.32,22652.76,450.0,176.68,10.7,LOW,0.0,0.0,47.52,1.1632,XGBoost,11.06,2026-04-09
SKU-100024,West,Electronics,WH-W100000,6,0.952,1.6645628612027212,57.877987,6.873501143214636,5.879061925978887,10.366104142896356,82.88,157.93,0.66,21,32.23,2671.22,383.32,347.27,379.5,31452.96,518.0,138.5,8.9,LOW,0.0,0.0,47.52,1.8296,XGBoost,11.06,2026-04-09
